id	precursor_ion_mz	mz_ratio	intensity
3-({2-[({11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methoxy)carbonyl]phenyl}carbamoyl)-3-methylpropanoic acid M+Na	723.346	559.274902	6587.93457
3-({2-[({11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methoxy)carbonyl]phenyl}carbamoyl)-3-methylpropanoic acid M+Na	723.346	609.31366	97572.90625
3-({2-[({11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methoxy)carbonyl]phenyl}carbamoyl)-3-methylpropanoic acid M+Na	723.346	723.345154	191143.765625
3-({2-[({11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methoxy)carbonyl]phenyl}carbamoyl)-3-methylpropanoic acid M+Na	723.346	724.342896	5852.84082
3-({2-[({11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methoxy)carbonyl]phenyl}carbamoyl)-3-methylpropanoic acid M+Na	723.346	727.591187	5333.819336
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	58.065845	3936779.5
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	75.044601	3823184
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	92.006798	6100401.5
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	108.080833	25277820
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	120.044411	45728656
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	122.096428	12071966
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	138.09169	2729301
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	354.20636	3220025
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	386.232819	4343665
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	404.241882	5341770
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	436.268799	2889368.25
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	523.278381	4577875.5
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	555.307617	5170214.5
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+H	587.333	587.332458	258179184
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	368.221924	22472.53125
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	372.25473	47567.417969
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	400.248383	173907.046875
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	537.295349	25353.298828
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	559.27655	43278.8125
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	609.314697	2068596.875
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate 2M+Na	1195.64	610.317383	72328.390625
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	51.193539	4246.530762
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	54.156387	3694.165283
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	55.245003	3898.511719
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	60.92276	3829.843018
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	69.499222	3602.530029
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	82.065796	4837.660645
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	83.224266	3750.625
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	87.655174	4467.438965
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	120.044365	5265.068359
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	120.398735	4661.751465
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	150.090729	6040.185059
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	172.98378	4513.517578
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	177.529541	4337.047852
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	315.269073	4480.632812
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	364.490601	4855.149414
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	372.254242	8849.239258
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	400.248077	56094.820312
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	440.244629	5629.44043
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	537.292786	5814.594727
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	559.276306	11565.822266
{11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.1,?.0,?.0,?.0,?]nonadecan-13-yl}methyl 2-aminobenzoate M+Na	609.315	609.314819	279407.40625
L-HISTIDINE - 20.0 eV M+H	156.077	83.060501	19135.679688
L-HISTIDINE - 20.0 eV M+H	156.077	93.044899	14144.19043
L-HISTIDINE - 20.0 eV M+H	156.077	95.060501	46865.121094
L-HISTIDINE - 20.0 eV M+H	156.077	110.071404	809741.5625
L-HISTIDINE - 20.0 eV M+H	156.077	111.068604	13865.209961
L-HISTIDINE - 20.0 eV M+H	156.077	111.074699	60218.039062
L-HISTIDINE - 20.0 eV M+H	156.077	156.042206	12987.009766
L-HISTIDINE - 20.0 eV M+H	156.077	156.076996	313308.84375
L-HISTIDINE - 20.0 eV M+H	156.077	157.080093	26224.039062
L-HISTIDINE - 20.0 eV M+H	156.077	174.985107	24383.039062
L-HISTIDINE - 30.0 eV M+H	156.077	83.060402	21823.880859
L-HISTIDINE - 30.0 eV M+H	156.077	93.0448	15035.389648
L-HISTIDINE - 30.0 eV M+H	156.077	95.060501	50062.75
L-HISTIDINE - 30.0 eV M+H	156.077	110.071404	906997.75
L-HISTIDINE - 30.0 eV M+H	156.077	111.068802	14086.480469
L-HISTIDINE - 30.0 eV M+H	156.077	111.074699	67801.429688
L-HISTIDINE - 30.0 eV M+H	156.077	156.042206	10408.639648
L-HISTIDINE - 30.0 eV M+H	156.077	156.076996	306100.5625
L-HISTIDINE - 30.0 eV M+H	156.077	157.080093	29316.589844
L-HISTIDINE - 30.0 eV M+H	156.077	174.985107	23385.75
L-HISTIDINE - 40.0 eV M+H	156.077	82.052696	26657.769531
L-HISTIDINE - 40.0 eV M+H	156.077	83.060501	84878.898438
L-HISTIDINE - 40.0 eV M+H	156.077	93.044899	60696.011719
L-HISTIDINE - 40.0 eV M+H	156.077	95.0606	128997.679688
L-HISTIDINE - 40.0 eV M+H	156.077	110.071503	2056955
L-HISTIDINE - 40.0 eV M+H	156.077	111.068901	29957.490234
L-HISTIDINE - 40.0 eV M+H	156.077	111.074799	151407.109375
L-HISTIDINE - 40.0 eV M+H	156.077	156.077103	257257.6875
L-HISTIDINE - 40.0 eV M+H	156.077	157.080307	23427.259766
L-HISTIDINE - 50.0 eV M+H	156.077	82.052696	58608.070312
L-HISTIDINE - 50.0 eV M+H	156.077	83.060501	209444.0625
L-HISTIDINE - 50.0 eV M+H	156.077	93.044998	153854.921875
L-HISTIDINE - 50.0 eV M+H	156.077	95.0606	178920.53125
L-HISTIDINE - 50.0 eV M+H	156.077	110.071503	2279322
L-HISTIDINE - 50.0 eV M+H	156.077	111.068901	32136.169922
L-HISTIDINE - 50.0 eV M+H	156.077	111.074799	171518.984375
L-HISTIDINE - 50.0 eV M+H	156.077	156.077103	83051.546875
L-HISTIDINE - 60.0 eV M+H	156.077	68.049698	23893.060547
L-HISTIDINE - 60.0 eV M+H	156.077	81.044899	33646.519531
L-HISTIDINE - 60.0 eV M+H	156.077	82.052803	105222.617188
L-HISTIDINE - 60.0 eV M+H	156.077	83.060501	393107.59375
L-HISTIDINE - 60.0 eV M+H	156.077	84.063904	25460.039062
L-HISTIDINE - 60.0 eV M+H	156.077	93.044998	312554.8125
L-HISTIDINE - 60.0 eV M+H	156.077	94.048302	22895.130859
L-HISTIDINE - 60.0 eV M+H	156.077	95.0606	179153.90625
L-HISTIDINE - 60.0 eV M+H	156.077	110.071503	2039440.625
L-HISTIDINE - 60.0 eV M+H	156.077	111.055496	23617.839844
L-HISTIDINE - 60.0 eV M+H	156.077	111.068802	28607.439453
L-HISTIDINE - 60.0 eV M+H	156.077	111.074799	154295.1875
L-HISTIDINE - 60.0 eV M+H	156.077	156.077103	22010.990234
L-HISTIDINE - 70.0 eV M+H	156.077	56.049801	15038.620117
L-HISTIDINE - 70.0 eV M+H	156.077	68.049698	14951.070312
L-HISTIDINE - 70.0 eV M+H	156.077	81.0448	22241.660156
L-HISTIDINE - 70.0 eV M+H	156.077	82.052597	67734.34375
L-HISTIDINE - 70.0 eV M+H	156.077	83.060501	249210.40625
L-HISTIDINE - 70.0 eV M+H	156.077	84.063797	13395.900391
L-HISTIDINE - 70.0 eV M+H	156.077	93.0448	171758.8125
L-HISTIDINE - 70.0 eV M+H	156.077	94.048302	12964.900391
L-HISTIDINE - 70.0 eV M+H	156.077	95.060501	63600.730469
L-HISTIDINE - 70.0 eV M+H	156.077	110.071404	624662.5
L-HISTIDINE - 70.0 eV M+H	156.077	111.055397	9025.44043
L-HISTIDINE - 70.0 eV M+H	156.077	111.068802	9624.290039
L-HISTIDINE - 70.0 eV M+H	156.077	111.074699	53407.558594
L-HISTIDINE - 70.0 eV M+H	156.077	174.985107	14419.240234
SPERMIDINE - 20.0 eV M+H	146.165	58.065498	17477.400391
SPERMIDINE - 20.0 eV M+H	146.165	72.081001	520517.71875
SPERMIDINE - 20.0 eV M+H	146.165	73.084297	51638.140625
SPERMIDINE - 20.0 eV M+H	146.165	75.091904	51863.101562
SPERMIDINE - 20.0 eV M+H	146.165	84.080902	19817.849609
SPERMIDINE - 20.0 eV M+H	146.165	112.112297	177087.1875
SPERMIDINE - 20.0 eV M+H	146.165	113.115601	29311.150391
SPERMIDINE - 20.0 eV M+H	146.165	123.9646	8562.900391
SPERMIDINE - 20.0 eV M+H	146.165	129.138794	159959.5625
SPERMIDINE - 20.0 eV M+H	146.165	130.142197	28756.820312
SPERMIDINE - 20.0 eV M+H	146.165	146.165405	204273.046875
SPERMIDINE - 20.0 eV M+H	146.165	147.168594	36826.199219
SPERMIDINE - 30.0 eV M+H	146.165	58.065498	18156.509766
SPERMIDINE - 30.0 eV M+H	146.165	72.081001	529721.125
SPERMIDINE - 30.0 eV M+H	146.165	73.084297	48160.628906
SPERMIDINE - 30.0 eV M+H	146.165	75.091904	54037.089844
SPERMIDINE - 30.0 eV M+H	146.165	84.080902	19005.240234
SPERMIDINE - 30.0 eV M+H	146.165	112.112297	186456.390625
SPERMIDINE - 30.0 eV M+H	146.165	113.115601	31776.480469
SPERMIDINE - 30.0 eV M+H	146.165	123.9646	7858.27002
SPERMIDINE - 30.0 eV M+H	146.165	129.138901	164257.203125
SPERMIDINE - 30.0 eV M+H	146.165	130.142197	28702.740234
SPERMIDINE - 30.0 eV M+H	146.165	146.165497	198397.75
SPERMIDINE - 30.0 eV M+H	146.165	147.162598	5988.569824
SPERMIDINE - 30.0 eV M+H	146.165	147.168701	35816.628906
SPERMIDINE - 40.0 eV M+H	146.165	58.065498	30488.800781
SPERMIDINE - 40.0 eV M+H	146.165	72.081001	809729.25
SPERMIDINE - 40.0 eV M+H	146.165	73.084297	77394.109375
SPERMIDINE - 40.0 eV M+H	146.165	75.091904	56645.378906
SPERMIDINE - 40.0 eV M+H	146.165	84.081001	43018.300781
SPERMIDINE - 40.0 eV M+H	146.165	112.112297	288849.4375
SPERMIDINE - 40.0 eV M+H	146.165	113.1157	41781.558594
SPERMIDINE - 40.0 eV M+H	146.165	124.015297	8870.349609
SPERMIDINE - 40.0 eV M+H	146.165	129.138901	145767.40625
SPERMIDINE - 40.0 eV M+H	146.165	130.142303	25526.509766
SPERMIDINE - 40.0 eV M+H	146.165	146.165497	117014.75
SPERMIDINE - 40.0 eV M+H	146.165	147.168793	19542.890625
SPERMIDINE - 50.0 eV M+H	146.165	58.065601	43583.941406
SPERMIDINE - 50.0 eV M+H	146.165	72.081001	890409.3125
SPERMIDINE - 50.0 eV M+H	146.165	73.084297	75117.492188
SPERMIDINE - 50.0 eV M+H	146.165	75.091904	30423.570312
SPERMIDINE - 50.0 eV M+H	146.165	84.081001	81702.953125
SPERMIDINE - 50.0 eV M+H	146.165	112.112297	291880.59375
SPERMIDINE - 50.0 eV M+H	146.165	113.115601	48840.441406
SPERMIDINE - 50.0 eV M+H	146.165	129.138901	66215.226562
SPERMIDINE - 50.0 eV M+H	146.165	146.165604	24412.289062
SPERMIDINE - 60.0 eV M+H	146.165	58.065498	50090.46875
SPERMIDINE - 60.0 eV M+H	146.165	72.081001	920280.8125
SPERMIDINE - 60.0 eV M+H	146.165	73.084297	89521.851562
SPERMIDINE - 60.0 eV M+H	146.165	75.091797	14994.610352
SPERMIDINE - 60.0 eV M+H	146.165	84.081001	139616.046875
SPERMIDINE - 60.0 eV M+H	146.165	85.084297	11083.219727
SPERMIDINE - 60.0 eV M+H	146.165	112.112297	232731.015625
SPERMIDINE - 60.0 eV M+H	146.165	113.115601	33870.269531
SPERMIDINE - 60.0 eV M+H	146.165	129.138901	17563.279297
SPERMIDINE - 70.0 eV M+H	146.165	58.065498	37911.828125
SPERMIDINE - 70.0 eV M+H	146.165	72.081001	583519.5
SPERMIDINE - 70.0 eV M+H	146.165	73.084297	58003.859375
SPERMIDINE - 70.0 eV M+H	146.165	84.080902	135550.96875
SPERMIDINE - 70.0 eV M+H	146.165	85.084297	14959.719727
SPERMIDINE - 70.0 eV M+H	146.165	112.112297	112548.671875
SPERMIDINE - 70.0 eV M+H	146.165	113.115501	20214.519531
naringenin M+H	273.076	119.049225	609620.375
naringenin M+H	273.076	147.04422	11344849
naringenin M+H	273.076	151.039291	170916.484375
naringenin M+H	273.076	153.018387	14518179
naringenin M+H	273.076	179.034225	598695.3125
naringenin M+H	273.076	189.054855	635881.3125
naringenin M+H	273.076	231.065781	544722.3125
naringenin M+H	273.076	255.065735	172099.78125
3-Des-Microcystein_LR M+H	981.54	289.286377	8068
3-Des-Microcystein_LR M+H	981.54	295.545288	22507
3-Des-Microcystein_LR M+H	981.54	317.324951	18742
3-Des-Microcystein_LR M+H	981.54	319.655945	8604
3-Des-Microcystein_LR M+H	981.54	324.482422	8041
3-Des-Microcystein_LR M+H	981.54	325.316284	9738
3-Des-Microcystein_LR M+H	981.54	339.789429	16145
3-Des-Microcystein_LR M+H	981.54	343.947021	18094
3-Des-Microcystein_LR M+H	981.54	347.020508	13981
3-Des-Microcystein_LR M+H	981.54	361.147705	11763
3-Des-Microcystein_LR M+H	981.54	361.84436	24296
3-Des-Microcystein_LR M+H	981.54	364.858154	10782
3-Des-Microcystein_LR M+H	981.54	365.845886	10242
3-Des-Microcystein_LR M+H	981.54	368.22168	12761
3-Des-Microcystein_LR M+H	981.54	368.965698	19147
3-Des-Microcystein_LR M+H	981.54	375.069519	15644
3-Des-Microcystein_LR M+H	981.54	375.751953	25393
3-Des-Microcystein_LR M+H	981.54	382.750549	12765
3-Des-Microcystein_LR M+H	981.54	384.197083	17912
3-Des-Microcystein_LR M+H	981.54	390.574219	7993
3-Des-Microcystein_LR M+H	981.54	394.049194	16135
3-Des-Microcystein_LR M+H	981.54	397.106262	13986
3-Des-Microcystein_LR M+H	981.54	404.420715	12326
3-Des-Microcystein_LR M+H	981.54	413.784546	8715
3-Des-Microcystein_LR M+H	981.54	427.667358	68137
3-Des-Microcystein_LR M+H	981.54	436.192749	14879
3-Des-Microcystein_LR M+H	981.54	443.266113	44427
3-Des-Microcystein_LR M+H	981.54	446.267273	23472
3-Des-Microcystein_LR M+H	981.54	447.747498	29292
3-Des-Microcystein_LR M+H	981.54	455.25	70939
3-Des-Microcystein_LR M+H	981.54	456.107544	105392
3-Des-Microcystein_LR M+H	981.54	457.543213	12862
3-Des-Microcystein_LR M+H	981.54	464.285461	8617
3-Des-Microcystein_LR M+H	981.54	469.872314	87594
3-Des-Microcystein_LR M+H	981.54	471.062195	31482
3-Des-Microcystein_LR M+H	981.54	475.257324	15449
3-Des-Microcystein_LR M+H	981.54	476.143616	23143
3-Des-Microcystein_LR M+H	981.54	476.975159	28430
3-Des-Microcystein_LR M+H	981.54	478.891113	27890
3-Des-Microcystein_LR M+H	981.54	479.975952	33235
3-Des-Microcystein_LR M+H	981.54	483.242432	13564
3-Des-Microcystein_LR M+H	981.54	487.210388	32885
3-Des-Microcystein_LR M+H	981.54	488.160156	20786
3-Des-Microcystein_LR M+H	981.54	491.191956	55073
3-Des-Microcystein_LR M+H	981.54	495.653992	32208
3-Des-Microcystein_LR M+H	981.54	498.412964	11684
3-Des-Microcystein_LR M+H	981.54	503.028198	30643
3-Des-Microcystein_LR M+H	981.54	504.344543	36421
3-Des-Microcystein_LR M+H	981.54	505.154541	9667
3-Des-Microcystein_LR M+H	981.54	510.176514	38891
3-Des-Microcystein_LR M+H	981.54	512.168701	10175
3-Des-Microcystein_LR M+H	981.54	513.265381	16524
3-Des-Microcystein_LR M+H	981.54	514.957397	11384
3-Des-Microcystein_LR M+H	981.54	515.922852	78764
3-Des-Microcystein_LR M+H	981.54	520.973389	28857
3-Des-Microcystein_LR M+H	981.54	523.168945	58926
3-Des-Microcystein_LR M+H	981.54	529.036865	20722
3-Des-Microcystein_LR M+H	981.54	530.991211	31845
3-Des-Microcystein_LR M+H	981.54	534.575195	12906
3-Des-Microcystein_LR M+H	981.54	538.003174	220949
3-Des-Microcystein_LR M+H	981.54	539.217773	272296
3-Des-Microcystein_LR M+H	981.54	540.672852	43876
3-Des-Microcystein_LR M+H	981.54	548.061401	13655
3-Des-Microcystein_LR M+H	981.54	554.117432	76225
3-Des-Microcystein_LR M+H	981.54	556.030396	214421
3-Des-Microcystein_LR M+H	981.54	557.288818	52970
3-Des-Microcystein_LR M+H	981.54	559.942261	18112
3-Des-Microcystein_LR M+H	981.54	561.328735	14656
3-Des-Microcystein_LR M+H	981.54	564.123047	25971
3-Des-Microcystein_LR M+H	981.54	564.94873	34630
3-Des-Microcystein_LR M+H	981.54	566.439941	35564
3-Des-Microcystein_LR M+H	981.54	571.33374	61305
3-Des-Microcystein_LR M+H	981.54	572.047363	17235
3-Des-Microcystein_LR M+H	981.54	575.219238	42127
3-Des-Microcystein_LR M+H	981.54	577.102905	29550
3-Des-Microcystein_LR M+H	981.54	580.942627	17609
3-Des-Microcystein_LR M+H	981.54	582.110107	102075
3-Des-Microcystein_LR M+H	981.54	583.458984	10113
3-Des-Microcystein_LR M+H	981.54	585.237061	36774
3-Des-Microcystein_LR M+H	981.54	598.172485	26085
3-Des-Microcystein_LR M+H	981.54	599.352783	764523
3-Des-Microcystein_LR M+H	981.54	600.382812	114267
3-Des-Microcystein_LR M+H	981.54	602.267578	27144
3-Des-Microcystein_LR M+H	981.54	609.302002	10247
3-Des-Microcystein_LR M+H	981.54	613.415771	8621
3-Des-Microcystein_LR M+H	981.54	622.208984	23787
3-Des-Microcystein_LR M+H	981.54	623.023193	63940
3-Des-Microcystein_LR M+H	981.54	623.991455	19154
3-Des-Microcystein_LR M+H	981.54	625.216187	23050
3-Des-Microcystein_LR M+H	981.54	638.299561	12481
3-Des-Microcystein_LR M+H	981.54	640.265625	17392
3-Des-Microcystein_LR M+H	981.54	641.235107	65873
3-Des-Microcystein_LR M+H	981.54	646.095947	8409
3-Des-Microcystein_LR M+H	981.54	651.526611	17521
3-Des-Microcystein_LR M+H	981.54	657.128906	12911
3-Des-Microcystein_LR M+H	981.54	658.094971	14824
3-Des-Microcystein_LR M+H	981.54	659.420898	41969
3-Des-Microcystein_LR M+H	981.54	663.387695	18284
3-Des-Microcystein_LR M+H	981.54	668.33252	65700
3-Des-Microcystein_LR M+H	981.54	680.219727	44374
3-Des-Microcystein_LR M+H	981.54	681.987793	24446
3-Des-Microcystein_LR M+H	981.54	685.957764	19166
3-Des-Microcystein_LR M+H	981.54	691.648682	29177
3-Des-Microcystein_LR M+H	981.54	693.22583	33545
3-Des-Microcystein_LR M+H	981.54	694.307861	22539
3-Des-Microcystein_LR M+H	981.54	696.332397	121211
3-Des-Microcystein_LR M+H	981.54	697.127808	9503
3-Des-Microcystein_LR M+H	981.54	709.464478	20171
3-Des-Microcystein_LR M+H	981.54	710.79541	22346
3-Des-Microcystein_LR M+H	981.54	711.744873	32675
3-Des-Microcystein_LR M+H	981.54	714.071777	50487
3-Des-Microcystein_LR M+H	981.54	715.578979	54567
3-Des-Microcystein_LR M+H	981.54	723.267822	14415
3-Des-Microcystein_LR M+H	981.54	724.081909	88510
3-Des-Microcystein_LR M+H	981.54	725.488892	8470
3-Des-Microcystein_LR M+H	981.54	728.352051	21518
3-Des-Microcystein_LR M+H	981.54	735.806396	52022
3-Des-Microcystein_LR M+H	981.54	744.365234	16205
3-Des-Microcystein_LR M+H	981.54	747.456055	19268
3-Des-Microcystein_LR M+H	981.54	753.27124	14114
3-Des-Microcystein_LR M+H	981.54	761.609131	12373
3-Des-Microcystein_LR M+H	981.54	764.462158	19876
3-Des-Microcystein_LR M+H	981.54	765.280029	18361
3-Des-Microcystein_LR M+H	981.54	769.275635	41999
3-Des-Microcystein_LR M+H	981.54	770.328613	16548
3-Des-Microcystein_LR M+H	981.54	771.386353	13776
3-Des-Microcystein_LR M+H	981.54	787.432617	33003
3-Des-Microcystein_LR M+H	981.54	796.139526	9637
3-Des-Microcystein_LR M+H	981.54	797.232788	11322
3-Des-Microcystein_LR M+H	981.54	806.556885	18639
3-Des-Microcystein_LR M+H	981.54	811.637329	14687
3-Des-Microcystein_LR M+H	981.54	812.300049	9904
3-Des-Microcystein_LR M+H	981.54	813.149292	15959
3-Des-Microcystein_LR M+H	981.54	821.288208	15591
3-Des-Microcystein_LR M+H	981.54	823.361328	13693
3-Des-Microcystein_LR M+H	981.54	828.517456	32132
3-Des-Microcystein_LR M+H	981.54	830.409302	102583
